Skill,Count,Category
Green Hills,1,Cloud & DevOps
Greensock,1,Frameworks / Libraries
Grey Box Testing,1,Testing
Grok 4,1,AI/ML
Groq APIs,1,AI/ML
HACCP,1,Other
HANA Data Lake,1,Databases
HAZOP,1,Other
HBM,1,Cloud & DevOps
HDR,1,Cloud & DevOps
HEVC,1,Cloud & DevOps
HIP,1,Cloud & DevOps
HIPA,1,Other
HIPAA,1,Cloud & DevOps
HP ALM,1,Testing
HP-UX,1,Cloud & DevOps
HPLC,1,Other
HSDPA,1,Cloud & DevOps
HSUPA,1,Cloud & DevOps
HTC Vive,1,Frameworks / Libraries
Hand tools,1,Cloud & DevOps
Hardware Abstraction Layer,1,Cloud & DevOps
Hardware Architecture,1,Cloud & DevOps
Hardware Bring-up,1,Cloud & DevOps
Hardware Debugging Tools,1,Cloud & DevOps
Hardware Development,1,Cloud & DevOps
Hardware Drivers,1,Cloud & DevOps
Hardware Installation,1,Cloud & DevOps
Hardware-in-Loop,1,Cloud & DevOps
HarmonyOS,1,Frameworks / Libraries
Harvester,1,Cloud & DevOps
HashiCorp Configuration Language,1,Cloud & DevOps
Hazelcast,1,Databases
Headless,1,Other
Headless CMS,1,Frameworks / Libraries
Healenium,1,Testing
High Assurance Guards,1,Other
High-Level Design,1,Frameworks / Libraries
High-Performance Liquid Chromatography,1,Other
High-speed Design,1,Cloud & DevOps
High-speed Optical and Electrical Test Equipment,1,Other
Hilt,1,Frameworks / Libraries
Honeywell Forge,1,Other
Horde,1,Other
Horizontal Scaling,1,Cloud & DevOps
Human Factors,1,Other
Human Machine Interface,1,Other
Hybrid Solver Service,1,Other
Hyper-V,1,Cloud & DevOps
Hyperion,1,Databases
Hypervisor,1,Cloud & DevOps
I2S,1,Cloud & DevOps
IBIS AMI,1,Cloud & DevOps
IBM Cloud Paks,1,Other
IBM Data Studio,1,Other
IBM Granite,1,AI/ML
IEC 61508,1,Other
IEC 62304,1,Other
IEC 62443,1,Cloud & DevOps
IP Addressing,1,Cloud & DevOps
IP Infrastructure,1,Cloud & DevOps
IP Routing,1,Cloud & DevOps
IP Telephony,1,Cloud & DevOps
IP VPN,1,Cloud & DevOps
IPC,1,Other
IPsec,1,Cloud & DevOps
IPv4,1,Cloud & DevOps
IPv6,1,Cloud & DevOps
IPython,1,Databases
IQR,1,Other
ISA,1,Other
ISA/IEC 62443,1,Cloud & DevOps
ISED,1,Other
ISO 14001,1,Other
ISO 14971,1,Other
ISO 17025,1,Other
ISO 21434,1,Cloud & DevOps
ISO 27002,1,Cloud & DevOps
ISO 27005,1,Cloud & DevOps
ISO 9001:2015,1,Other
ISOBUS,1,Cloud & DevOps
ISTQB,1,Testing
IT Change Management,1,Other
IT Compliance,1,Cloud & DevOps
IT Controls,1,Other
IT Infrastructure Management,1,Other
IT Networking,1,Cloud & DevOps
IT Operations,1,Other
IT Security,1,Cloud & DevOps
IT Security Testing Tools,1,Cloud & DevOps
IT Standards,1,Cloud & DevOps
IT Ticketing System,1,Other
ITIL Foundations,1,Other
ITSG-33,1,Cloud & DevOps
ITSM tools,1,Cloud & DevOps
Ideagen,1,Other
Ideation,1,Other
Identity & Access Management,1,Cloud & DevOps
Identity Access Management,1,Cloud & DevOps
Identity Management,1,Cloud & DevOps
Ignition,1,Cloud & DevOps
Image Annotation,1,AI/ML
Image Compression,1,Cloud & DevOps
Image Deployment,1,Cloud & DevOps
Image Generation,1,AI/ML
Image Manipulation,1,Other
Image Optimization,1,Frameworks / Libraries
Image Pipelines,1,AI/ML
Imagery,1,Other
Immutable.js,1,Frameworks / Libraries
Index Optimization,1,Databases
Industrial Control Systems,1,Cloud & DevOps
Industrial Internet of Things,1,Cloud & DevOps
Industry Canada,1,Other
Inference,1,AI/ML
Inferential Statistics,1,Databases
Information Architecture,1,Other
Infrastructure Automation,1,Cloud & DevOps
Infrastructure Management,1,Cloud & DevOps
Infrastructure Provisioning,1,Cloud & DevOps
Infrastructure as a Service,1,Cloud & DevOps
Input/Output Lists,1,Cloud & DevOps
Instagram,1,Other
Instrumentation,1,Cloud & DevOps
Instrumentation and Automation,1,Other
Instruments,1,Frameworks / Libraries
Integrated Development Environment,1,Other
Integrity,1,Cloud & DevOps
Intel,1,Cloud & DevOps
Intel Xeon,1,Cloud & DevOps
Inter-Process Communication,1,Other
Interface Standards,1,Other
Internationalization,1,Other
Internet Explorer,1,Frameworks / Libraries
Interviews,1,Other
Intrusion Detection Systems,1,Cloud & DevOps
Intrusion Prevention Systems,1,Cloud & DevOps
IoT (Internet of Things),1,Cloud & DevOps
Iterative,1,Other
Iterative Closest Point,1,Cloud & DevOps
J1939,1,Cloud & DevOps
J2EE,1,Frameworks / Libraries
JAAS,1,Cloud & DevOps
JBOD,1,Cloud & DevOps
JBOG,1,Cloud & DevOps
JBoss,1,Frameworks / Libraries
JD Edwards EnterpriseOne,1,Other
JD Edwards World,1,Other
JDK,1,Languages
JESD204b,1,Cloud & DevOps
JFrog,1,Cloud & DevOps
JFrog Xray,1,Cloud & DevOps
JMP,1,Other
JSON Schema,1,Frameworks / Libraries
JSON-LD,1,Frameworks / Libraries
JVM,1,Other
Jabber,1,Other
Jama,1,Other
Java Native Interface,1,Other
Java Web Services,1,Other
Javadocs,1,Other
Jelly,1,Other
Jetson,1,Cloud & DevOps
Jira Service Management,1,Other
Jira Software,1,Other
Jira Xray,1,Other
Job Scheduling,1,Languages
Jobs to be Done,1,Other
Jotai,1,Frameworks / Libraries
Jutro,1,Other
K-S Test,1,Other
K-Wave,1,Other
Kaizen,1,Other
Kaltura,1,Other
Kernel,1,Cloud & DevOps
Key-value store,1,Databases
Keycloak,1,Cloud & DevOps
KeystoneJS,1,Other
Knative,1,Cloud & DevOps
Knockout.js,1,Frameworks / Libraries
Knowledge Graph,1,AI/ML
Knowledge Management,1,Other
Koin,1,Frameworks / Libraries
KornShell,1,Languages
Kysely,1,Other
Kyverno,1,Cloud & DevOps
L4T,1,Cloud & DevOps
LAN/WAN,1,Cloud & DevOps
LG,1,Other
LIMS,1,Other
LLBLGen,1,Databases
LLDB,1,Other
LLM APIs,1,AI/ML
LLM Application Development,1,AI/ML
LLM Evaluation,1,AI/ML
LLM Inference,1,AI/ML
LLM Prompt Engineering,1,AI/ML
LLM Prompting,1,AI/ML
LLM-as-a-Judge,1,AI/ML
LMM,1,AI/ML
LORAs,1,AI/ML
LPDDR4,1,Cloud & DevOps
LPDDR5,1,Cloud & DevOps
LPU,1,AI/ML
Lab Debugging,1,Cloud & DevOps
Lab Equipment,1,Cloud & DevOps
Lab Management,1,Other
Lambda Expressions,1,Frameworks / Libraries
LangFuse,1,AI/ML
LangSmith,1,AI/ML
Laser Engraving,1,Other
Latency Based Routing,1,Other
Lattice,1,Cloud & DevOps
Layer 1,1,Cloud & DevOps
Layer 2,1,Other
Lazy Loading,1,Other
Lean Development,1,Other
LeanIX,1,Other
Learning Rate Tuning,1,Other
Lifecycle Governance,1,Other
Lifecycle Planning,1,Other
LightGBM,1,AI/ML
Lightdash,1,Databases
Lighting,1,Frameworks / Libraries
Lightning Web Components,1,Other
Linear Regression,1,AI/ML
Link Budgets,1,Cloud & DevOps
Linked Data,1,Frameworks / Libraries
Linker,1,Cloud & DevOps
Linux Kernel,1,Cloud & DevOps
Linux Kernel Module Development,1,Other
Linux Shell,1,Other
Linux Shell Script,1,Languages
Linux/Unix shell,1,Languages
Liquibase,1,Other
Live Service Development,1,Other
Livelink,1,Other
LoRA,1,Cloud & DevOps
LoRaWAN,1,Cloud & DevOps
Load Balancing,1,Cloud & DevOps
Load flow analysis,1,Cloud & DevOps
Log Correlation,1,Other
Logging as a Service,1,Cloud & DevOps
Logic Design,1,Cloud & DevOps
LogicMonitor,1,Cloud & DevOps
Longview,1,Other
Loop closure,1,Other
Lottie,1,Frameworks / Libraries
Low-Level Design,1,Frameworks / Libraries
Low-code/No-code,1,Other
Lucid Charts,1,Other
MACsec,1,Cloud & DevOps
MCDST,1,Cloud & DevOps
MCP Server,1,AI/ML
MCSE,1,Cloud & DevOps
MDIO,1,Cloud & DevOps
MDSAP,1,Other
MDT,1,Other
MIL Standards,1,Cloud & DevOps
MIL-STD-100,1,Cloud & DevOps
MIL-STD-1472G,1,Cloud & DevOps
MIL-STD-1553,1,Cloud & DevOps
MIL-STD-461,1,Cloud & DevOps
MIL-STD-810,1,Cloud & DevOps
MIPI,1,Other
MIPS,1,Cloud & DevOps
ML Evaluation Metrics,1,AI/ML
ML Libraries,1,AI/ML
MMSIM,1,Cloud & DevOps
MPEG,1,Cloud & DevOps
MR,1,Frameworks / Libraries
MRP Systems,1,Other
MS Copilot,1,Other
MSFT 365 Copilot,1,Other
MSIX,1,Other
MVC Architecture,1,Frameworks / Libraries
Mabl,1,Testing
Machine Learning Libraries,1,AI/ML
Macro,1,Other
Makefile,1,Languages
Makefiles,1,Languages
Manufacturing,1,Other
Manufacturing Automation,1,Cloud & DevOps
Manufacturing Test,1,Cloud & DevOps
Mapping,1,Other
Mapping API,1,Frameworks / Libraries
Marketing Automation,1,Other
Marketing Cloud,1,Other
Mask R-CNN,1,AI/ML
Mass Spectrometry,1,Other
Master Data Management,1,Databases
Matching,1,Other
Material CSS,1,Frameworks / Libraries
Matlab Simulink,1,Languages
Maximo,1,Other
Measurement Instruments,1,Cloud & DevOps
Mechanical Design,1,Cloud & DevOps
Mechanical Testing,1,Other
Mechatronics,1,Cloud & DevOps
Medical Imaging,1,Other
Memcached,1,Databases
Memory Mapping,1,Cloud & DevOps
Memory Profiling,1,Testing
Mentor CAD,1,Cloud & DevOps
Message Bus,1,Other
Meta-Learning,1,AI/ML
Meta-analysis,1,Other
Metabase,1,Other
Metal,1,Frameworks / Libraries
Metasploit,1,Cloud & DevOps
Metrix,1,Other
Micro-kernel,1,Other
Microanimations,1,Other
Microchip PIC32,1,Cloud & DevOps
Microcontroller Architectures,1,Cloud & DevOps
Microcontrollers programming,1,Cloud & DevOps
Microprocessor Programming,1,Cloud & DevOps
Microsegmentation,1,Cloud & DevOps
Microsimulation Modeling,1,Other
Microsoft .NET,1,Languages
Microsoft 365 Copilot,1,Other
Microsoft Active Directory,1,Cloud & DevOps
Microsoft Agent Framework,1,AI/ML
Microsoft Authentication,1,Cloud & DevOps
Microsoft Azure AI Foundry,1,Cloud & DevOps
Microsoft Azure DevOps,1,Cloud & DevOps
Microsoft CSP,1,Cloud & DevOps
Microsoft Dataverse,1,Other
Microsoft Defender for Endpoint,1,Cloud & DevOps
Microsoft Dynamics CRM,1,Other
Microsoft Entra ID,1,Other
Microsoft Foundation Classes,1,Languages
Microsoft Graph,1,Other
Microsoft IDEs,1,Other
Microsoft Intune,1,Other
Microsoft Loop,1,Other
Microsoft Meeting Room Technologies,1,Other
Microsoft Project Online,1,Other
Microsoft SSRS,1,Databases
Microsoft Security Suite,1,Cloud & DevOps
Microsoft Sentinel,1,Other
Microsoft Team Foundation Services,1,Cloud & DevOps
Microwaves,1,Cloud & DevOps
Midjourney,1,AI/ML
Milvus,1,Databases
Minecraft,1,Other
Minitab,1,Other
Mistral,1,AI/ML
Mixed-Signal Circuit Design,1,Other
Mixed-Signal Design,1,Cloud & DevOps
Mixpanel,1,Databases
Mixture of Experts,1,AI/ML
Mob Programming,1,Other
Mobile App Development,1,Frameworks / Libraries
Mobile Application Design,1,Frameworks / Libraries
Mobile Application Testing,1,Frameworks / Libraries
Mobile Design,1,Frameworks / Libraries
Mobile Technologies,1,Frameworks / Libraries
Mobile-First Design,1,Other
Mobile-First Development,1,Frameworks / Libraries
Mockups,1,Other
Model Builder,1,Other
Model Customization Platforms,1,AI/ML
Model Inference,1,AI/ML
Model Lifecycle Management,1,AI/ML
Model Optimization,1,Other
Model Registry,1,AI/ML
Model Versioning,1,AI/ML
Model-Based Design,1,Other
Model-Based Engineering,1,Cloud & DevOps
Model-Based Testing,1,Other
ModelOps,1,AI/ML
Modeling and Simulation,1,Other
Modelling Software,1,Other
Modem,1,Other
Modems,1,Other
Moderated Testing,1,Testing
Module Federation,1,Frameworks / Libraries
Mongoose,1,Databases
Monitoring Systems,1,Cloud & DevOps
Monolithic Architecture,1,Other
Motion Design,1,Other
Motion Graphics,1,Other
Motorola,1,Cloud & DevOps
Multi-instance Learning,1,AI/ML
Multi-modal Architectures,1,AI/ML
Multi-omics,1,Other
Multi-threaded Systems,1,Cloud & DevOps
Multi-tiered Architecture,1,Other
Multicast,1,Other
Multimodal Foundation Models,1,AI/ML
Multimodal Representation Learning,1,AI/ML
Multimodality,1,AI/ML
Multiprocessing,1,Other
Multivariate Statistics,1,Databases
MyGeotab,1,Other
MySQL Heatwave,1,Databases
NAND,1,Cloud & DevOps
NFC,1,Cloud & DevOps
NI-DAQ,1,Cloud & DevOps
NIST 800-53,1,Cloud & DevOps
NIST Framework,1,Cloud & DevOps
NL-to-Analytics,1,Other
NMAP,1,Cloud & DevOps
NPU,1,Cloud & DevOps
NTFS File Access Management,1,Cloud & DevOps
NVIDIA Omniverse,1,Cloud & DevOps
Native Mobile Applications,1,Frameworks / Libraries
Natural Language Understanding,1,AI/ML
NeRF,1,AI/ML
NetSuite,1,Other
NetSuite ERP,1,Other
NetWorks GIS Explorer,1,Other
Netcode,1,Frameworks / Libraries
Network,1,Cloud & DevOps
Network Automation,1,Cloud & DevOps
Network Communication,1,Other
Network Design,1,Cloud & DevOps
Network Development,1,Cloud & DevOps
Network Management,1,Cloud & DevOps
Network Orchestration,1,Cloud & DevOps
Network Policy Server (NPS),1,Cloud & DevOps
Network Programming,1,Other
Network Routing,1,Cloud & DevOps
Network Security Protocols,1,Cloud & DevOps
Network Services,1,Cloud & DevOps
Network Simulators,1,Cloud & DevOps
Network Storage,1,Cloud & DevOps
Network Switching,1,Cloud & DevOps
Network Systems,1,Cloud & DevOps
Network Troubleshooting,1,Cloud & DevOps
Network Video Management,1,Cloud & DevOps
Networked Communication,1,Other
Networked data communication,1,Other
Networking Routers,1,Cloud & DevOps
Networks,1,Cloud & DevOps
Neural Fields,1,AI/ML
NeuralSeek,1,AI/ML
Nexpose,1,Cloud & DevOps
Nextflow,1,Other
Nexus,1,Other
Ngrok,1,Other
Nipype,1,Other
No-code Tools,1,Other
Noise Figure Analyzer,1,Other
Nokia 7x50 Service Routers,1,Cloud & DevOps
Notion,1,Other
NuGet,1,Frameworks / Libraries
NumFOCUS,1,Other
Numerical Methods,1,Other
Numerical Optimization,1,Other
Nvidia Jetpack SDK,1,AI/ML
Nvidia Jetson AGX,1,Cloud & DevOps
Nvidia Jetson NX,1,Cloud & DevOps
Nvidia TensorRT,1,AI/ML
OAM,1,Cloud & DevOps
OBD-II,1,Cloud & DevOps
OEM,1,Cloud & DevOps
OHDSI,1,Other
OOS,1,Other
ORC,1,Databases
OS Hardening,1,Cloud & DevOps
OS Provisioning,1,Cloud & DevOps
OS and system software,1,Cloud & DevOps
OS/Storage Systems,1,Cloud & DevOps
OSR,1,Other
OSS/BSS,1,Cloud & DevOps
OT Networking,1,Cloud & DevOps
OT/ICS Security,1,Cloud & DevOps
OTA,1,Cloud & DevOps
OWASP Top 10,1,Cloud & DevOps
Object Recognition,1,Other
Object-Oriented Design Patterns,1,Other
Object-level security (OLS),1,Cloud & DevOps
Observation,1,Other
Ocean,1,Other
Oculus Integration,1,Frameworks / Libraries
Oculus Passthrough,1,Frameworks / Libraries
Odroid,1,Cloud & DevOps
Offensive Security,1,Cloud & DevOps
OkHttp,1,Frameworks / Libraries
Okta Platform,1,Cloud & DevOps
OmniScan,1,Cloud & DevOps
On-premise Infrastructure,1,Cloud & DevOps
OneDrive for Business,1,Other
OneLake,1,Other
OneNote,1,Other
OnePipeline,1,Other
OneTrust,1,Cloud & DevOps
Onshape,1,Cloud & DevOps
Open Source,1,Other
Open-source Development,1,Other
Open3d,1,Cloud & DevOps
OpenAI Agents SDK,1,AI/ML
OpenAI GPT,1,AI/ML
OpenAI Platform,1,AI/ML
OpenConfig,1,Cloud & DevOps
OpenGL ES,1,Frameworks / Libraries
OpenID Connect,1,Frameworks / Libraries
OpenMAX,1,Other
OpenSSL,1,Cloud & DevOps
OpenSpaces,1,Other
OpenTofu,1,Cloud & DevOps
OpenWebUI,1,AI/ML
OpenXR,1,Frameworks / Libraries
Openlink,1,Other
Openrouter API,1,AI/ML
Operating System Concepts,1,Other
Operating System Security,1,Other
Operational Efficiency Improvement,1,Other
Operational Excellence,1,Other
Optical Networks,1,Cloud & DevOps
Optical Power Meter,1,Cloud & DevOps
Optical Systems,1,Cloud & DevOps
Optical Testing,1,Other
Optimization Techniques,1,Other
Opus Studio,1,Cloud & DevOps
Oracle DB,1,Databases
Oracle Hyperion,1,Databases
Oracle Internet Developer Suite,1,Other
Organizational Change Management,1,Other
Over-the-Air Update,1,Cloud & DevOps
Oxygen,1,Other
Ozobot,1,Cloud & DevOps
Ozobots,1,Cloud & DevOps
P4,1,Cloud & DevOps
PACS,1,Other
PCB Design,1,Cloud & DevOps
PCB Manufacturing,1,Cloud & DevOps
PCI Express,1,Frameworks / Libraries
PDCP,1,Cloud & DevOps
PDF,1,Other
PEFT,1,AI/ML
PGP,1,Cloud & DevOps
PI Planning,1,Other
PII Redaction,1,Other
PIPEDA,1,Cloud & DevOps
PLC Logic,1,Cloud & DevOps
PMP,1,Other
PRISM,1,Other
PRTG Network Monitor,1,Other
PSIM,1,Other
PX4,1,Cloud & DevOps
PYNQ,1,Cloud & DevOps
PaaS,1,Cloud & DevOps
PaperCut,1,Other
ParaView,1,Cloud & DevOps
Parallel Computing,1,Other
Parallel Inferencing,1,AI/ML
Parallelism,1,Other
Parallelized Workflows,1,Other
Pareto Analysis,1,Other
Passport.js,1,Cloud & DevOps
Peer Code Review,1,Other
Per unit analysis,1,Cloud & DevOps
Performance Analytics,1,Databases
Performance Models,1,Other
Perplexity,1,AI/ML
Persistent Memory,1,Cloud & DevOps
PetaLinux,1,Cloud & DevOps
Physical Design,1,Cloud & DevOps
Physics Simulation,1,Other
Pillow,1,Other
Pinia,1,Frameworks / Libraries
Pipeline Management,1,Other
Piping and Instrumentation Diagrams,1,Cloud & DevOps
Pivot Tables,1,Other
Place and Route,1,Cloud & DevOps
Plane Wave Imaging (PWI),1,Cloud & DevOps
PlannerPlus,1,Other
Planning Algorithms,1,Other
Planview,1,Other
Platform Engineering,1,Cloud & DevOps
Platform as a Service,1,Cloud & DevOps
Platforms,1,Cloud & DevOps
PlayStation,1,Other
PlayStation 4,1,Frameworks / Libraries
PlayStation 5,1,Frameworks / Libraries
Playwright MCP,1,Testing
Point Cloud Library,1,Cloud & DevOps
Polarion,1,Other
Polars,1,Databases
Policy Learning,1,AI/ML
Policy-as-code,1,Cloud & DevOps
Portfolio Construction,1,Other
Portfolio+,1,Other
Pose Graph Optimization,1,Cloud & DevOps
PostGIS,1,Other
PostgREST,1,Other
Power Analyzer,1,Cloud & DevOps
Power Electronics,1,Cloud & DevOps
Power Grid Analysis,1,Cloud & DevOps
Power Meter,1,Cloud & DevOps
Power Pivot,1,Other
Power tools,1,Cloud & DevOps
PowerBuilder,1,Other
PowerMock,1,Testing
Practical Process Improvement,1,Other
Prediction,1,AI/ML
Prefect,1,Databases
PrimeNG,1,Frameworks / Libraries
Principal Component Analysis,1,AI/ML
Principle,1,Other
Prisma.js,1,Other
Privacy,1,Cloud & DevOps
Privacy and Fairness,1,Other
Private Cloud,1,Cloud & DevOps
Procedural Content Generation,1,Frameworks / Libraries
Process Documentation,1,Other
Process Improvement,1,Other
Process Modeling,1,Other
Process and Instrumentation Diagram,1,Cloud & DevOps
Product Analytics,1,Other
Product Design,1,Other
Product Lifecycle Management,1,Other
Product Thinking,1,Other
Programmable Logic Controller,1,Other
Programming Language Theory,1,Languages
Programming Languages,1,Other
Progressive Delivery,1,Other
Progressive Enhancement,1,Other
Project Delivery,1,Other
Project Lifecycle,1,Other
Project Management Frameworks,1,Other
Prompting,1,AI/ML
Prompting strategies,1,AI/ML
Propensity Modeling,1,Other
Prophet,1,AI/ML
Protocol Analyzers,1,Cloud & DevOps
Prototyping Tools,1,Other
Pruning,1,AI/ML
Pull Requests,1,Cloud & DevOps
Puppet,1,Cloud & DevOps
Pygame,1,Frameworks / Libraries
Pyproject,1,Other
Python 3,1,Languages
QA Methodology,1,Testing
QA Testing,1,Testing
QEMU,1,Cloud & DevOps
QLoRA,1,AI/ML
QNX Multimedia Framework,1,Other
QoS,1,Cloud & DevOps
Qualcomm,1,Cloud & DevOps
Qualitative Data Analysis,1,Databases
Quality Assurance Principles,1,Testing
Quantitative Data Analysis,1,Databases
Quantization,1,AI/ML
Quantum Information Science,1,Other
Quantum Key Distribution,1,Other
Quantum Mechanics,1,Other
Quartus,1,Cloud & DevOps
Quasar,1,Frameworks / Libraries
Query Optimization,1,Databases
Query Processing,1,Databases
Query Processing and Optimization,1,Databases
Querying,1,Databases
Questa,1,Cloud & DevOps
QuickBooks,1,Other
RADIUS,1,Cloud & DevOps
RCS,1,Other
RDS,1,Cloud & DevOps
REST Architecture,1,Frameworks / Libraries
RESTful Services,1,Frameworks / Libraries
RF Circuit Design,1,Cloud & DevOps
RF Connectivity,1,Cloud & DevOps
RF Design,1,Cloud & DevOps
RF Power Meter,1,Cloud & DevOps
RLC,1,Other
RNA-seq,1,Other
RNN,1,AI/ML
ROCm,1,Cloud & DevOps
ROS2,1,Cloud & DevOps
RPG,1,Frameworks / Libraries
RRM,1,Other
RStudio,1,Other
RTCA/DO-160,1,Cloud & DevOps
RTL Design,1,Cloud & DevOps
Radar,1,Cloud & DevOps
Radeon Graphics,1,Cloud & DevOps
Radio Technologies,1,Cloud & DevOps
Ragas,1,AI/ML
Rapid Prototyping,1,Other
Rational Team Concert,1,Cloud & DevOps
Raylab,1,Other
Razor,1,Frameworks / Libraries
React Hook Form,1,Frameworks / Libraries
React Native Testing Library,1,Frameworks / Libraries
Read the Docs,1,Other
Real-time Communication,1,Other
Real-time Data Acquisition,1,Cloud & DevOps
Real-time Data Processing,1,Cloud & DevOps
Real-time OS,1,Cloud & DevOps
Real-time Oscilloscope,1,Cloud & DevOps
Real-time Rendering,1,Frameworks / Libraries
Reasoning Systems,1,AI/ML
Recurrent Neural Networks,1,AI/ML
Red Hat Data Grid,1,Other
Red Hat Satellite,1,Other
Red/Blue Team Operations,1,Cloud & DevOps
Redgate SQL Source Control,1,Cloud & DevOps
Regex,1,Languages
Register-Transfer Level,1,Cloud & DevOps
Regression Methods,1,Other
Relational Data Modeling,1,Databases
Reliability Engineering,1,Other
Render,1,Cloud & DevOps
Rendering Algorithms,1,Frameworks / Libraries
Renishaw Equator,1,Cloud & DevOps
Renishaw Modus,1,Cloud & DevOps
Replicate,1,AI/ML
Report Builder,1,Databases
Reporting Tools,1,Other
Representation Learning,1,AI/ML
Requirements,1,Other
Requirements Engineering,1,Other
Requirements Management,1,Other
Requirements Management Tools,1,Other
Research,1,Other
Research Data Management,1,Other
Research Design,1,Other
Residue on Evaporation,1,Other
Residue on Ignition,1,Other
Resolver,1,Other
Resource Management,1,Frameworks / Libraries
Resource-based policies,1,Cloud & DevOps
Respondus LockDown Browser,1,Other
Retell,1,AI/ML
Retell AI,1,AI/ML
Retrieval-Augmented Language Models,1,AI/ML
Retrofit,1,Frameworks / Libraries
Rewind Debugger,1,Other
Rider,1,Other
Rigging,1,Frameworks / Libraries
Risk Quantification,1,Other
Risk-Based Testing,1,Testing
Rivian Cloud,1,Other
Robolectric,1,Frameworks / Libraries
Robot Control,1,Cloud & DevOps
Robot Operating System,1,Other
Robot Programming,1,Cloud & DevOps
Robotic Control Algorithms,1,Cloud & DevOps
Rockwell,1,Cloud & DevOps
Router,1,Cloud & DevOps
Routers,1,Cloud & DevOps
Routing Protocols,1,Cloud & DevOps
Row-level security (RLS),1,Cloud & DevOps
Rtems,1,Cloud & DevOps
Ryzen,1,Cloud & DevOps
S&P Capital IQ,1,Other
SAE Standards,1,Cloud & DevOps
SAML,1,Frameworks / Libraries
SANS,1,Cloud & DevOps
SAP BW/4HANA,1,Other
SAP Cloud ALM,1,Other
SAP Cloud for Analytics,1,Other
SAP Converged Cloud,1,Other
SAP Customer Experience,1,Other
SAP ECC,1,Other
SAP HANA Cloud,1,Other
SAP S/4HANA Cloud,1,Other
SAR,1,Cloud & DevOps
SARUS,1,Cloud & DevOps
SAS/IXR Satellites,1,Cloud & DevOps
SATA,1,Cloud & DevOps
SCSI,1,Cloud & DevOps
SD,1,Cloud & DevOps
SDIO,1,Cloud & DevOps
SEM,1,Other
SERDES,1,Cloud & DevOps
SFTP,1,Cloud & DevOps
SHA,1,Cloud & DevOps
SIP,1,Cloud & DevOps
SLURM,1,Cloud & DevOps
SMBus,1,Cloud & DevOps
SOC Operations,1,Cloud & DevOps
SOLID Principles,1,Other
SOQL,1,Other
SOSL,1,Other
SOSS,1,Other
SOTI MobiControl,1,Cloud & DevOps
SPM,1,Frameworks / Libraries
SQL Decoder,1,Databases
SQL Developer,1,Databases
SQL Injection,1,Cloud & DevOps
SQL Server Integration Services,1,Databases
SQL query optimization,1,Databases
SQLAlchemy,1,Databases
SR-MPLS,1,Cloud & DevOps
SSAS,1,Databases
SSAS Tabular Model,1,Databases
SSM Methodology,1,Other
SSOPs,1,Other
STAR-RC,1,Cloud & DevOps
STPA,1,Other
SWIG,1,Other
Safety-Critical Systems,1,Cloud & DevOps
SageMaker,1,AI/ML
SageMaker Studio,1,AI/ML
SailPoint,1,Cloud & DevOps
Sales Cloud,1,Other
Sales Methodology,1,Other
Salesforce Service Cloud,1,Other
SaltStack,1,Cloud & DevOps
Sampling Oscilloscope,1,Other
Satellite Imagery,1,Other
Scalability Testing,1,Testing
Schema Markup,1,Frameworks / Libraries
Schematic Capture,1,Cloud & DevOps
Schneider Electric,1,Cloud & DevOps
Scrapy,1,Languages
Screenmeet,1,Other
Scriptable Render Pipeline,1,Other
Scripting Languages,1,Languages
Scrum Certification,1,Other
Search,1,Databases
Search Engine Optimization,1,Other
Secure Coding Practices,1,Cloud & DevOps
Secure System Design,1,Other
Security Architecture Design,1,Cloud & DevOps
Security Audit,1,Other
Security Awareness Training,1,Cloud & DevOps
Security Development Lifecycle,1,Cloud & DevOps
Security Event Monitoring,1,Cloud & DevOps
Security Incident Response,1,Cloud & DevOps
Security Monitoring Tools,1,Cloud & DevOps
Security Operations Center (SOC),1,Cloud & DevOps
Security Scanning,1,Cloud & DevOps
Security+,1,Cloud & DevOps
SelTrac CBTC,1,Cloud & DevOps
Self-healing Systems,1,Other
Semantic Communication,1,Other
Semantic HTML Markup,1,Frameworks / Libraries
Semiconductor Design,1,Cloud & DevOps
Semrush,1,Other
SendGrid,1,Other
Sensor Integration,1,Cloud & DevOps
Sensor Processing,1,Cloud & DevOps
Sensors,1,Cloud & DevOps
Sensu,1,Cloud & DevOps
Sentence Transformers,1,AI/ML
Sequential Learning,1,AI/ML
Serial,1,Cloud & DevOps
Serial data communication,1,Other
Serial/RS232,1,Other
Server Configuration,1,Cloud & DevOps
Server Maintenance,1,Cloud & DevOps
Server Monitoring,1,Cloud & DevOps
Server Operating Systems,1,Other
Server-Driven UI,1,Frameworks / Libraries
Serverless Architecture,1,Cloud & DevOps
Service Cloud,1,Other
Service Design Mapping,1,Other
Service Desk,1,Other
Service Mesh,1,Frameworks / Libraries
Service Orchestration,1,Other
Services-based Architecture,1,Other
Servlet,1,Frameworks / Libraries
Shader development,1,Frameworks / Libraries
Shakudo,1,Other
SharePoint Designer,1,Other
Shift-Left Testing,1,Testing
ShotGrid,1,Other
Siemens,1,Cloud & DevOps
Siemens NX,1,Cloud & DevOps
Sigma,1,Other
Signal Analyzer,1,Cloud & DevOps
Signal Generators,1,Cloud & DevOps
Signal Integrity,1,Cloud & DevOps
SikuliX,1,Languages
Simulation Software,1,Other
